Palavra;Frequência
lei;10
contra;37
crime;2
organizado,;1
a;807
lei;10
contra;37
lavagem;1
de;798
dinheiro,;6
colocamos;1
agu;1
no;221
combate;5
à;49
corrupção,;9
fizemos;6
o;804
coaf;1
funcionar;2
e;577
movimentações;1
bancárias;1
atípicas.;1
ou;59
seja,;24
colocamos?;1
então,;23
tudo;16
que;832
foi;83
eu;285
que;832
nós;201
fizemos;6
no;221
nosso;31
governo.por;1
favor,;9
um;205
minuto.segundo;1
o;804
palocci,;1
tudo;16
no;221
seu;41
governo;56
foi;83
aparelhado.;1
tudo.;2
exceto;1
o;804
banco;1
central.;1
então,;23
se;123
todo;25
mundo;26
fazia;1
malfeitos,;1
roubava,;1
desviava,;1
só;53
o;804
ex-presidente;8
não;311
sabia.;1
e;577
o;804
palocci;1
conclui,;1
na;124
sua;37
delação;1
premiada,;1
que;832
foi;83
reservado;1
uma;194
conta;11
no;221
exterior;1
de;798
r$;59
300;2
milhões,;1
que;832
o;804
senhor;38
recebia;1
pacotes,;1
dele;3
mesmo,;4
r$;59
50;7
mil,;1
a;807
título;2
de;798
propina.;1
o;804
seu;41
governo;56
foi;83
marcado;2
pela;32
cleptocracia,;1
ou;59
seja,;24
um;205
governo;56
feito;7
à;49
base;1
de;798
"roubo;";1
e;577
essa;62
roubalheira;1
era;27
para;321
conseguir;7
apoio;5
dentro;12
do;382
parlamento,;2
não;311
era;27
apenas;10
para;321
o;804
ex-presidente;8
lula.;5
era;27
para;321
ele;42
também;35
conseguir;7
apoio;5
dentro;12
do;382
parlamento.;1
assim;14
sendo,;1
nada;14
justifica;1
essa;62
resposta;16
mentirosa;1
que;832
você;64
deu;10
nessa;11
questão.;2
sim,;17
o;804
seu;41
governo;56
foi;83
o;804
governo;56
mais;128
corrupto;2
da;269
história;7
do;382
brasil.bom,;1
é;420
indescritível;1
o;804
que;832
nós;201
acabamos;2
de;798
ouvir.;1
o;804
presidente;52
precisaria;1
estar;10
informado;1
de;798
que;832
foi;83
exatamente;7
no;221
nosso;31
governo;56
que;832
a;807
petrobras;2
ganhou;1
o;804
tamanho;3
que;832
ganhou,;1
com;221
a;807
capitalização;1
de;798
r$;59
70;2
bilhões;12
para;321
a;807
petrobras;2
crescer.;8
o;804
presidente;52
precisava;1
saber;10
que;832
o;804
meu;43
governo;56
é;420
marcado;2
pela;32
maior;24
política;33
de;798
inclusão;2
social,;1
pela;32
maior;24
geração;7
de;798
emprego,;8
pelo;35
maior;24
aumento;2
de;798
salário-mínimo,;1
pelo;35
maior;24
investimento;14
na;124
agricultura;1
familiar,;1
pelo;35
maior;24
investimento;14
na;124
criação;4
da;269
lei;10
geral;1
da;269
pequena;1
empresa,;1
pela;32
criação;4
do;382
simples,;1
ou;59
seja,;24
o;804
nosso;31
governo,;11
além;12
disso,;6
foi;83
o;804
governo;56
que;832
mais;128
fez;13
investimentos;3
na;124
educação.;7
são;33
18;3
universidades;2
federais;4
novas,;1
178;1
camps;1
e;577
422;1
escolas;3
técnicas,;1
que;832
fizeram;4
uma;194
revolução;2
nesse;27
país.;15
o;804
meu;43
governo;56
deveria;3
ser;54
conhecido;1
exatamente;7
por;123
isso,;26
porque;92
quando;42
eu;285
cheguei;2
à;49
presidência,;5
acho;13
que;832
tinha;18
3,5;1
milhões;41
de;798
estudantes;2
"universitários;";1
quando;42
saí;5
da;269
presidência,;5
a;807
gente;71
tinha;18
8,5;1
milhões;41
de;798
pessoas;44
na;124
universidade.;2
é;420
exatamente;7
isso;76
que;832
é;420
a;807
marca;1
do;382
meu;43
governo:;1
51;1
milhões;41
de;798
hectares;2
de;798
terra;3
disponibilizados;1
para;321
efeito;2
de;798
assentamento;1
de;798
pessoas;44
nesse;27
país.;15
o;804
menor;3
desmatamento;2
da;269
amazônia;2
foi;83
feito;7
no;221
meu;43
governo,;11
dos;48
acordos;1
que;832
nós;201
fizemos.;2
foi;83
o;804
meu;43
governo;56
que;832
fez;13
o;804
acordo;3
com;221
a;807
alemanha;2
e;577
com;221
a;807
noruega;1
para;321
que;832
a;807
gente;71
tentasse;1
contribuir;1
com;221
a;807
preservação;1
da;269
amazônia;2
e;577
com;221
a;807
exploração;1
da;269
riqueza;2
da;269
biodiversidade,;1
para;321
garantir;6
possibilidade;2
de;798
desenvolvimento;4
para;321
quase;6
30;7
milhões;41
de;798
pessoas;44
que;832
moram;1
na;124
amazônia.;1
foi;83
o;804
meu;43
governo;56
que;832
deu;10
cidadania;3
ao;55
brasil;111
nas;20
suas;14
relações;2
internacionais.;2
nunca;9
antes;5
na;124
história;7
do;382
brasil,;43
o;804
brasil;111
foi;83
tão;6
respeitado;4
no;221
mundo.;7
respeitado;4
pelos;10
estados;7
unidos,;2
respeitado;4
pelo;35
chile,;1
pela;32
china,;1
pela;32
rússia,;1
pela;32
índia,;1
respeitado;4
pela;32
união;8
"europeia;";1
e;577
foi;83
exatamente;7
no;221
meu;43
governo;56
que;832
nós;201
fizemos;6
com;221
que;832
o;804
país;49
que;832
não;311
tinha;18
um;205
fluxo;1
comercial;2
sequer;5
de;798
us$;6
100;15
bilhões;12
ultrapassasse;1
us$;6
500;4
bilhões;12
de;798
comércio;4
no;221
exterior.;1
esse;77
país,;15
que;832
era;27
um;205
país;49
que,;20
quando;42
deixei;4
a;807
presidência,;5
estava;16
crescendo;2
a;807
7,5%.;1
esse;77
país,;15
que;832
teve;13
20;8
milhões;41
de;798
empregos;4
com;221
carteira;1
assinada,;1
é;420
o;804
país;49
que;832
o;804
atual;8
presidente;52
está;75
destruindo.;1
está;75
destruindo;1
porque;92
ele;42
adora.;1
adora;4
com;221
bravata,;1
adora;4
falar;19
números;9
que;832
não;311
existem,;1
adora;4
entender;6
que;832
o;804
povo;16
que;832
está;75
aí,;10
ouvindo;4
a;807
gente,;4
acredita;1
no;221
que;832
ele;42
fala.;1
portanto,;17
o;804
país;49
que;832
eu;285
deixei;4
é;420
um;205
país;49
que;832
o;804
povo;16
tem;121
saudade.;1
é;420
o;804
país;49
do;382
emprego.;3
é;420
o;804
país;49
em;175
que;832
o;804
povo;16
tinha;18
o;804
direito;26
de;798
viver;3
dignamente,;1
de;798
cabeça;2
erguida;1
neste;12
país.;15
e;577
esse;77
país;49
vai;85
voltar.o;1
próximo;9
a;807
perguntar;16
é;420
o;804
candidato;61
ciro;24
gomes.vou;1
perguntar;16
ao;55
presidente;52
jair;19
bolsonaro.;10
presidente;52
bolsonaro,;13
o;804
senhor,;2
infelizmente,;4
para;321
mim,;2
costuma;1
falar;19
muitos;13
absurdos.;1
eu;285
não;311
sei;17
se;123
por;123
maldade;2
ou;59
para;321
desviar;1
a;807
atenção;2
dos;48
gravíssimos;1
problemas;9
do;382
governo,;11
seja;14
de;798
inflação,;2
seja;14
de;798
corrupção,;9
seja;14
de;798
problemas;9
familiares,;1
mas,;9
assim,;7
entre;36
tantas;3
aberrações;1
que;832
eu;285
já;49
ouvi;4
e;577
que;832
me;42
levaram;1
a;807
certa;4
indignação,;1
eu,;7
anteontem,;1
fiquei;1
chocado.;1
o;804
senhor;38
disse,;4
pura;1
e;577
simplesmente,;1
que;832
o;804
brasil;111
não;311
tem;121
gente;71
com;221
fome;8
e;577
que;832
as;110
pessoas;44
não;311
procuram;1
pedir;6
comida,;4
porque;92
o;804
brasil;111
não;311
tem,;2
propriamente,;1
"fome;";1
as;110
pessoas;44
até;28
não;311
comem;1
bem,;4
eu;285
ouvi;4
o;804
senhor;38
falando,;3
mas;73
que;832
não;311
tem;121
fome;8
no;221
brasil.;36
o;804
senhor;38
não...;2
qualquer;13
pessoa;9
que;832
conhece;2
o;804
brasil;111
como;84
eu;285
conheço,;1
que;832
anda;1
nas;20
ruas,;2
vendo;3
as;110
pessoas;44
com;221
placa;1
pedindo;2
comida,;4
qualquer;13
pessoa;9
que;832
não;311
tenha;9
trocado;1
o;804
coração;5
por;123
uma;194
pedra;1
sabe;33
que;832
a;807
fome;8
está;75
no;221
lar;1
de;798
muitos;13
milhões;41
de;798
brasileiros,;10
que;832
a;807
subnutrição;1
ofende;1
crianças;15
na;124
mais;128
jovem;3
das;70
"idades;";1
as;110
mães;3
estão;26
nos;32
ouvindo;4
aqui,;11
e;577
elas;3
sabem;3
o;804
que;832
é;420
uma;194
criança;5
dizer;33
"""mãe,";1
estou;22
com;221
"fome"".";1
o;804
senhor;38
não;311
teme;1
que;832
isso;76
seja;14
interpretado;1
como;84
conivência;1
com;221
isso?cada;1
um;205
interpreta;1
as;110
informações;2
como;84
acha;3
melhor.;2
ciro,;12
inflação:;1
você;64
tem;121
que;832
falar;19
do;382
"""fica";2
em;175
casa;6
e;577
a;807
economia;23
a;807
gente;71
vê;2
"depois"".";1
agora,;17
mesmo;21
assim,;7
a;807
inflação;6
do;382
brasil;111
é;420
uma;194
das;70
menores;1
do;382
mundo,;12
menor;3
até;28
que;832
do;382
próprio;5
estados;7
unidos.;1
nós;201
estamos;15
colaborando;1
na;124
geração;7
de;798
empregos.;2
muitos;13
diziam;1
que;832
apenas;10
a;807
partir;5
do;382
ano;9
que;832
vem;12
voltaríamos;1
aos;18
números;9
de;798
"pré-pandemia;";1
voltamos;2
agora.;2
pode;22
ter;48
certeza;3
que;832
o;804
mês;2
que;832
vem;12
devemos;4
ter;48
essa;62
taxa;1
chegando;2
a;807
8%.;1
o;804
nosso;31
pib;4
está;75
crescendo.;1
nós;201
fizemos;6
milagre;1
durante;7
a;807
pandemia.;1
lamentamos;1
as;110
mortes,;1
mas;73
investimos;1
para;321
que;832
empregos;4
não;311
fossem;1
destruídos,;1
como;84
os;118
programas;2
pronampe;1
e;577
bem.;3
atendemos;2
os;118
mais;128
necessitados.;2
temos;51
aqui;35
dados;4
do;382
próprio;5
ipea,;1
levando-se;1
em;175
conta;11
o;804
começo;4
do;382
meu;43
governo,;11
2019,;1
até;28
agora:;1
no;221
mundo,;12
o;804
número;7
de;798
famílias;9
na;124
extrema;2
pobreza;2
cresceu,;1
e;577
no;221
brasil;111
diminuiu...;1
passou;5
de;798
5.1;1
milhões;41
para;321
4;1
milhões.;1
ou;59
seja,;24
nós;201
atendemos;2
aos;18
mais;128
necessitados.;2
foi;83
o;804
meu;43
governo;56
que;832
negociou,;1
o;804
ano;9
passado,;4
passar;3
em;175
média;6
r$;59
190,;2
o;804
valor;7
do;382
bolsa;7
família,;7
para,;2
no;221
mínimo,;1
r$;59
400.;1
foi;83
o;804
meu;43
governo,;11
contra;37
o;804
voto;6
do;382
pt;23
na;124
câmara.;3
foi;83
o;804
meu;43
governo;56
que,;20
junto;2
ao;55
parlamento,;2
fez;13
diminuir;8
o;804
icms;2
dos;48
combustíveis,;1
contra;37
o;804
voto;6
dos;48
senadores;3
do;382
pt;23
no;221
senado.;5
e;577
o;804
meu;43
governo,;11
no;221
corrente;3
ano,;8
entre;36
outras;9
coisas,;1
deu;10
mais;128
r$;59
200;4
para;321
o;804
auxílio;23
brasil;111
até;28
o;804
final;7
do;382
ano,;8
e;577
já;49
está;75
garantido;1
com;221
a;807
equipe;2
econômica;10
que;832
esse;77
valor;7
será;19
definitivo;1
a;807
partir;5
do;382
ano;9
que;832
vem.;2
ou;59
seja,;24
o;804
meu;43
governo;56
atendeu;1
aos;18
mais;128
necessitados,;2
e;577
esses;12
mais;128
pobres;5
que;832
estão;26
passando;5
necessidade...;1
alguns;8
passam;1
fome,;4
sim,;17
não;311
nesse;27
número;7
exagerado.;1
querer;1
fazer;62
demagogia;2
com;221
números;9
aqui;35
fica;4
complicado.;2
aí;16
isso;76
é;420
inadmissível.;1
e;577
diz;4
o;804
próprio...;1
próprios;1
dados;4
do;382
ipea;1
que,;20
por;123
exemplo,;10
quem;73
ganha;2
até;28
us$;6
1,90;2
por;123
dia;6
está;75
na;124
linha;5
de;798
pobreza.;3
us$;6
1,90;2
são;33
r$;59
10.;1
e;577
o;804
auxílio;23
brasil;111
paga;2
r$;59
20.;1
quem,;1
porventura,;2
está;75
abaixo;5
do;382
nível;3
da;269
pobreza...;1
deve;5
ter;48
gente,;4
sim,;17
passando;5
necessidade,;1
sim...;1
é;420
só;53
se;123
cadastrar;1
que;832
vai;85
passar;3
a;807
ganhar,;1
então,;23
o;804
auxílio;23
brasil;111
de;798
r$;59
600.;4
ou;59
seja,;24
é;420
um;205
governo;56
que;832
tem;121
olhar;8
todo;25
especial;2
para;321
os;118
mais;128
pobres.;2
demos;2
r$;59
600,;3
três;13
vezes;11
maior;24
do;382
que;832
o;804
pt;23
dava;1
lá;29
atrás;5
com;221
o;804
bolsa;7
família,;7
e;577
lá;29
atrás;5
era;27
em;175
média;6
r$;59
190;1
em;175
valores;2
corrigidos,;1
onde;20
tinha;18
família;5
ganhando;3
r$;59
80;4
por;123
mês.;2
nós;201
passamos;3
no;221
mínimo;3
r$;59
600,;3
e;577
aquela;2
mãe;4
que;832
tem;121
filho;7
e;577
está;75
sem;28
marido,;1
ela;31
pode;22
passar;3
para;321
r$;59
1.200.;1
lá;29
atrás,;8
quando;42
se;123
conseguia;1
um;205
emprego,;8
perdia;1
o;804
bolsa;7
"família;";1
no;221
meu;43
governo,;11
não;311
perde;2
o;804
auxílio;23
brasil.;36
ou;59
seja,;24
um;205
governo;56
que;832
atende;1
aos;18
mais;128
necessitados,;2
que;832
procura;2
incluí-los.;1
não;311
esqueçamos;1
que;832
38;1
milhões;41
de;798
pessoas;44
perderam;4
tudo;16
durante;7
a;807
pandemia;10
por;123
quê?;9
foram;11
obrigados;2
a;807
ficar;12
em;175
casa.;6
e;577
pagamos;1
auxílio;23
emergencial;5
para;321
68;1
milhões;41
de;798
pessoas;44
no;221
brasil.;36
um;205
governo;56
que;832
pensa;4
nos;32
mais;128
pobres,;4
pensa;4
naquele;1
que;832
passa;2
fome;8
e;577
procura;2
melhorar;4
a;807
vida;16
deles;3
mesmo;21
tendo;3
contra;37
ele,;2
dentro;12
da;269
câmara;4
e;577
do;382
senado,;2
partidos;4
como;84
pt,;13
pcdob,;1
psol,;1
entre;36
outros.;1
então,;23
ciro,;12
com;221
todo;25
respeito,;4
nós;201
fazemos;4
a;807
nossa;16
parte,;4
temos,;3
sim,;17
colaborado;1
para;321
que;832
essa;62
chaga;1
seja;14
afastada.;1
agora,;17
dá;9
uma;194
olhadinha;1
como;84
é;420
que;832
seu;41
pdt;2
votou;6
na;124
câmara;4
essas;11
propostas;4
de;798
reduzir;4
o;804
imposto;16
dos;48
combustíveis;2
e;577
aumentar;4
o;804
auxílio;23
brasil.eu;1
considero;1
uma;194
verdadeira;3
aberração;1
termos;3
à;49
testa;2
da;269
administração;1
nacional;4
brasileira;12
um;205
presidente;52
que;832
desconhece.;1
a;807
rede;4
penssan;1
é;420
uma;194
das;70
instituições;1
mais;128
respeitadas;1
do;382
mundo.;7
são;33
números;9
recentes.;1
33;1
milhões;41
e;577
100;15
mil;8
brasileiros;11
estão;26
passando;5
fome.;3
125;1
milhões;41
de;798
brasileiros.;4
você;64
tá;21
nos;32
ouvindo;4
aí.;4
não;311
comeram;1
as;110
três;13
refeições.;2
só;53
uma;194
de;798
cada;28
quatro;14
crianças;15
no;221
brasil;111
fazem;5
três;13
refeições.;2
por;123
isso;76
eu;285
quero;43
encerrar;1
essa;62
disputa;2
de;798
quem;73
é;420
que;832
é;420
mais;128
papai;1
noel;1
em;175
véspera;1
de;798
eleição,;2
bolsa;7
família,;7
mais;128
200,;1
que;832
mostre;1
os;118
limites;1
politiqueiros;1
de;798
uma;194
política;33
de;798
renda.;4
nós;201
temos;51
que;832
transformar;6
isso;76
numa;8
política;33
de;798
renda;17
como;84
uma;194
perna;1
da;269
previdência;1
social.;2
o;804
programa;12
de;798
renda;17
mínima;2
eduardo;3
suplicy;1
vai;85
garantir;6
r$;59
1.000;1
por;123
domicílio,;1
peço;4
que;832
você;64
acompanhe;1
os;118
detalhes;3
nas;20
minhas;3
redes,;1
todas;17
as;110
fontes;1
de;798
financiamento,;1
de;798
onde;20
é;420
que;832
vem;12
o;804
dinheiro,;6
e;577
com;221
isso;76
eu;285
acabo;1
definitivamente;3
com;221
a;807
fome;8
e;577
também;35
com;221
a;807
manipulação;1
política;33
e;577
demagógica;1
da;269
fome;8
e;577
da;269
miséria;4
do;382
povo;16
por;123
esse;77
tipo;6
de;798
interesse.candidato;1
bolsonaro,;13
o;804
senhor;38
tem;121
13;3
segundos;2
pra;83
sua;37
tréplica.2019,;1
cinco;5
milhões;41
e;577
cem;3
mil;8
famílias;9
abaixo;5
da;269
linha;5
da;269
pobreza.;3
mesmo;21
com;221
pandemia,;6
2022,;1
quatro;14
milhões;41
de;798
famílias.;4
estamos;15
melhorando;2
sem;28
demagogia;2
e;577
com;221
responsabilidade;7
fiscal.obrigada.;1
o;804
próximo;9
candidato;61
que;832
faz;22
pergunta;37
agora;26
é;420
felipe;14
d'avila.;2
pra;83
quem;73
o;804
senhor;38
vai;85
dirigir;3
a;807
sua;37
pergunta?pro;1
candidato;61
ciro;24
gomes.;5
ciro,;12
eu;285
venho;1
fazendo;9
um;205
trabalho;7
no;221
centro;3
de;798
liderança;4
pública;12
há;20
mais;128
de;798
14;5
anos;22
melhorando;2
a;807
qualidade;4
da;269
gestão;6
pública;12
nos;32
estados;7
e;577
municípios.;1
e;577
uma;194
das;70
coisas;10
que;832
nós;201
precisamos;33
melhorar;4
é;420
a;807
educação,;10
como;84
você;64
sabe;33
muito;50
bem.;3
a;807
gente;71
começou;5
a;807
falar;19
aqui;35
de;798
educação.;7
mas;73
se;123
não;311
houver;1
uma;194
melhoria;1
real;2
na;124
educação,;10
não;311
haverá;2
aumento;2
de;798
produtividade.;1
e;577
sem;28
produtividade,;1
o;804
brasil;111
não;311
consegue;6
crescer;4
e;577
gerar;12
emprego;15
nessa;11
era;27
do;382
conhecimento.;2
eu;285
queria;11
perguntar;16
pra;83
você:;3
neste;12
brasil;111
em;175
que;832
nós;201
gastamos;3
5,8%;1
do;382
pib;4
com;221
educação;35
há;20
tantos;2
anos,;13
as;110
crianças;15
continuam;2
não;311
aprendendo,;1
os;118
professores;3
continuam;2
não;311
ensinando,;1
e;577
eu;285
pergunto;3
pra;83
você,;7
que;832
tem;121
um;205
exemplo;11
de;798
sucesso;1
em;175
sobral,;1
como;84
você;64
tem;121
mesmo;21
no;221
fundamental;5
i,;1
o;804
que;832
é;420
que;832
nós;201
precisamos;33
fazer;62
pra;83
acabar;11
com;221
esse;77
descalabro;1
da;269
educação?;1
agora,;17
recentemente;1
mesmo,;4
mais;128
de;798
quatro;14
ministros;5
da;269
educação;35
roubam;1
no;221
fnde;1
como;84
sempre.;1
o;804
que;832
nós;201
temos;51
de;798
fazer;62
pra;83
ter;48
uma;194
educação;35
de;798
qualidade?;1
porque;92
não;311
é;420
gastar;1
dinheiro,;6
é;420
transformar;6
a;807
educação;35
de;798
qualidade;4
pro;12
brasileiro.professor;1
felipe;14
d'avila,;2
eu;285
lhe;3
saúdo;1
e;577
agradeço;2
essa;62
pergunta.;7
são;33
duas;11
graves;2
questões;3
que;832
nós;201
precisamos;33
considerar;1
em;175
relação;9
à;49
educação.;7
a;807
primeira;23
é;420
que;832
tipo;6
de;798
educação;35
nós;201
oferecemos.;1
de;798
fato,;3
com;221
o;804
mesmo;21
dinheiro;34
que;832
nós;201
aplicamos,;1
já;49
poderíamos;1
ter,;2
como;84
o;804
ceará;3
mostra,;1
um;205
padrão;8
de;798
educação;35
muitas;7
vezes;11
melhor;8
para;321
o;804
filho;7
do;382
trabalhador;2
e;577
pra;83
filha;1
do;382
trabalhador.;1
por;123
quê?;9
porque;92
o;804
padrão;8
de;798
escola;6
que;832
se;123
oferece;1
hoje;23
na;124
rede;4
pública,;3
salvo;1
muito;50
maravilhosas;1
exceções,;1
é;420
o;804
ensino;15
do;382
século;3
xix,;1
é;420
o;804
ensino;15
do;382
século;3
xx,;1
é;420
o;804
decoreba,;1
é;420
o;804
ensino;15
sem;28
graça,;1
é;420
o;804
enciclopedismo;1
raso;1
em;175
que;832
o;804
menino;2
é;420
obrigado;2
a;807
decorar;1
coisas;10
que;832
não;311
têm;24
sentido;2
pra;83
ele;42
em;175
tempos;3
de;798
google.;1
isso;76
é;420
puro;1
lixo.;1
essa;62
é;420
a;807
primeira;23
grande;9
questão:;1
mudar;14
o;804
padrão;8
de;798
educação;35
para;321
oferecer;1
uma;194
pedagogia;3
da;269
teoria;1
digital,;3
do;382
mundo;26
digital,;3
do;382
mundo;26
do;382
conhecimento.;2
a;807
outra,;1
felipe,;3
entenda,;1
é;420
financiamento.;3
o;804
brasil;111
gasta;1
per;1
capita;1
muito;50
menos;10
do;382
que;832
aquele;4
padrão;8
que;832
a;807
europa,;1
por;123
exemplo,;10
gasta,;2
que;832
os;118
estados;7
unidos;1
gasta,;2
e;577
hoje;23
nós;201
estamos;15
obrigados;2
a;807
competir;4
com;221
eles;12
em;175
terceiros;1
mercados;1
ou;59
no;221
mercado;8
brasileiro.;6
me;42
pergunte,;1
na;124
sequência,;3
como;84
fazer;62
isso,;26
e;577
eu;285
também,;7
se;123
tiver;2
oportunidade,;2
quero;43
dizer;33
ao;55
povo;16
brasileiro;14
que;832
eu;285
serei;1
o;804
presidente;52
da;269
educação;35
e;577
aquele;4
que;832
vai;85
cuidar;4
do;382
bolso;7
da;269
família;5
pobre;5
brasileira.olha,;1
pra;83
colocar;9
o;804
brasil;111
entre;36
os;118
melhores;4
países;1
do;382
mundo,;12
nós;201
temos;51
de;798
focar;2
no;221
aprendizado;4
do;382
aluno.;3
a;807
gente;71
desperdiça;1
dinheiro;34
público;11
com;221
a;807
máquina;5
pública.;9
isso;76
não;311
melhora;1
o;804
aprendizado;4
do;382
aluno.;3
a;807
criança;5
não;311
aprende.;1
nós;201
precisamos;33
investir;6
na;124
carreira;3
do;382
professor,;5
uma;194
carreira;3
pra;83
valorização;4
do;382
professor.;1
o;804
professor;8
precisa;15
aprender;3
a;807
dar;22
aula.;2
o;804
curso;1
de;798
pedagogia;3
precisa;15
mudar;14
completamente.;1
é;420
completamente;1
arcaico;1
hoje.;1
e;577
mais;128
do;382
que;832
isso,;26
nós;201
precisamos;33
investir;6
no;221
ensino;15
profissionalizante;2
pra;83
reter;1
os;118
nossos;5
jovens;3
na;124
escola,;2
porque;92
senão;2
existe;8
êxodo;1
de;798
mais;128
de;798
48%;1
dos;48
jovens;3
da;269
escola.;1
então;9
educação;35
profissionalizante,;1
focar;2
na;124
formação;1
dos;48
professores;3
e;577
mensurar;1
o;804
aprendizado;4
do;382
aluno.;3
e;577
não;311
ficar;12
desperdiçando;1
dinheiro;34
público;11
com;221
o;804
gasto;4
da;269
máquina;5
pública.;9
essa;62
é;420
a;807
forma;18
de;798
fazer;62
a;807
educação;35
no;221
brasil;111
ser;54
de;798
verdade.;4
no;221
governo;56
do;382
pt;23
teve;13
muito;50
gasto;4
com;221
educação,;10
mas;73
50%;5
das;70
crianças;15
não;311
estavam;2
devidamente;1
alfabetizadas;1
aos;18
seis;3
anos,;13
e;577
quatro;14
em;175
cada;28
100;15
só;53
sabiam;2
conteúdos;1
de;798
matemática;2
no;221
fim;3
do;382
ensino;15
médio.o;1
desastre;2
da;269
educação;35
brasileira;12
é;420
medido;1
pelos;10
indicadores;3
de;798
avaliação.;1
se;123
nós;201
estabelecermos;1
o;804
pisa,;1
que;832
é;420
de;798
avaliação;2
internacional,;1
o;804
que;832
de;798
fato;3
nos;32
recomenda;1
aprofundar;1
o;804
debate.;6
deixa;8
eu;285
ver,;3
motivar;1
o;804
professor,;5
retreinar;1
o;804
professor;8
para;321
que;832
ele;42
passe;1
a;807
fazer;62
essa;62
pedagogia;3
emancipadora,;1
que;832
a;807
garotada;1
possa;4
ir;5
para;321
escola;6
interessada;1
em;175
dominar;1
as;110
tecnologias;1
digitais;4
e;577
pensar;1
fora;7
da;269
caixinha;1
do;382
decoreba.;1
ensinar;2
o;804
mesmo;21
conteúdo;1
de;798
pontos;1
de;798
vista;2
diferentes,;3
para;321
estimular;1
a;807
autonomia;3
intelectual.;1
isso;76
já;49
vi;8
funcionando;1
e;577
nós;201
estamos;15
experimentando;1
isso;76
com;221
extraordinário;1
êxito;1
no;221
ceará.;4
só;53
para;321
você;64
ter;48
uma;194
ideia,;2
felipe,;3
60;4
de;798
cada;28
100;15
alunos;1
do;382
ensino;15
médio;3
do;382
ceará;3
já;49
estão;26
em;175
tempo;20
integral.;2
boa;18
parte,;4
profissionalizante.;1
saem;1
dali;1
com;221
estágio;1
remunerado;2
os;118
seis;3
primeiros;1
meses;2
pelo;35
governo,;11
e;577
mais;128
